date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:25	788061/788061	---M--	200	added ('OK')	image/jpeg	etag:%22c065d-5d18e91c135cf%22	https://www.orionsafetystation.com/wp-content/uploads/2020/10/11.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2020/10/11.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:25	106599/106599	---M--	200	added ('OK')	image/jpeg	etag:%221a067-5d18e91c1c0a9%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/safety.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/safety.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:26	65174/65174	---M--	200	added ('OK')	image/jpeg	etag:%22fe96-5d18e91c1d01a%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/gas.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/gas.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:26	33408/33408	---M--	200	added ('OK')	image/jpeg	etag:%228280-5d18e91c1ab85%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/balsa.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/balsa.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:26	112015/112015	---M--	200	added ('OK')	image/jpeg	etag:%221b58f-5d18e91c1d671%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/supplies.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/supplies.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:26	61175/61175	---M--	200	added ('OK')	image/jpeg	etag:%22eef7-5d18e91c1ffea%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/fire_fighter.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/fire_fighter.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:26	38382/38382	---M--	200	added ('OK')	image/jpeg	etag:%2295ee-5d18e91c1d39d%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/gas_detection.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/gas_detection.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:27	34406/34406	---M--	200	added ('OK')	image/jpeg	etag:%228666-5d18e91c1f9c0%22	https://www.orionsafetystation.com/wp-content/uploads/2021/01/ba.jpg	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/uploads/2021/01/ba.jpg	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:27	3337/3337	---M--	200	added ('OK')	image/png	etag:%22d09-5d18e91be6129%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/logo/logo-small.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/logo/logo-small.png	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:27	6475/6475	---M-Z	200	added ('OK')	application/javascript	etag:%22194b-5ed0cbfa98730-gzip%22	https://www.orionsafetystation.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:27	17823/17823	---M-Z	200	added ('OK')	application/javascript	etag:%22459f-5ed0cbfa9807a-gzip%22	https://www.orionsafetystation.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:28	11862/11862	---M-Z	200	added ('OK')	application/javascript	etag:%222e56-5d4da72b11e1e-gzip%22	https://www.orionsafetystation.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.3	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/plugins/contact-form-7/includes/js/index5697.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:28	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%221538f-5d18e91be93cf-gzip%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/js/jquery-3.3.1.min.js?ver=1.0.0	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/js/jquery-3.3.1.min8a54.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:28	193800/193800	---M-Z	200	added ('OK')	application/javascript	etag:%222f508-5d18e91be9328-gzip%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/js/plugins.js?ver=1.0.0	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/js/plugins8a54.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:28	7792/7792	---M-Z	200	added ('OK')	application/javascript	etag:%221e70-5d18e91be9290-gzip%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/js/main.js?ver=1.0.0	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/js/main8a54.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:29	2976/2976	---M-Z	200	added ('OK')	application/javascript	etag:%22ba0-5d18e91be9477-gzip%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/js/navigation.js?ver=1.0.0	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/js/navigation8a54.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:29	7996/7996	---M-Z	200	added ('OK')	application/javascript	etag:%221f3c-5e7b1d31203a8-gzip%22	https://www.orionsafetystation.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=4.5.9	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.minface.js	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:29	15238/15238	---M--	200	added ('OK')	image/gif	etag:%223b86-5d18e91c386cf%22	https://www.orionsafetystation.com/wp-includes/js/thickbox/loadingAnimation.gif	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-includes/js/thickbox/loadingAnimation.gif	(from https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/)
18:08:30	42419/42419	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Feb%202023%2021:08:30%20GMT	https://www.orionsafetystation.com/wp-content/themes/orionstation/css/owl.video.play.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/css/owl.video.play.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/css/libraries.css?ver=1.0.0)
18:08:30	280/280	---M--	200	added ('OK')	image/png	etag:%22118-5d18e91be4e6c%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/close.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/close.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/css/libraries.css?ver=1.0.0)
18:08:30	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22211c-5d18e91be4f33%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/loading.gif	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/loading.gif	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/css/libraries.css?ver=1.0.0)
18:08:31	1360/1360	---M--	200	added ('OK')	image/png	etag:%22550-5d18e91be4ece%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/prev.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/prev.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/css/libraries.css?ver=1.0.0)
18:08:31	1350/1350	---M--	200	added ('OK')	image/png	etag:%22546-5d18e91be4e08%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/next.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/lightbox/next.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/css/libraries.css?ver=1.0.0)
18:08:31	1317/1317	---M--	200	added ('OK')	image/png	etag:%22525-5d18e91be477f%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/testimonials/quote-icon.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/testimonials/quote-icon.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/style.css?ver=1.0.0)
18:08:31	1134/1134	---M--	200	added ('OK')	image/png	etag:%2246e-5d18e91be471d%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/testimonials/quote-icon2.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/testimonials/quote-icon2.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/style.css?ver=1.0.0)
18:08:31	1723/1723	---M--	200	added ('OK')	image/png	etag:%226bb-5d18e91be47e2%22	https://www.orionsafetystation.com/wp-content/themes/orionstation/images/testimonials/quote-icon3.png	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/wp-content/themes/orionstation/images/testimonials/quote-icon3.png	(from https://www.orionsafetystation.com/wp-content/themes/orionstation/style.css?ver=1.0.0)
18:08:32	3/3	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Feb%202023%2021:08:32%20GMT	https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/c	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/c	(from https://connect.facebook.net/en_US/fbevents.js)
18:08:33	3/3	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Feb%202023%2021:08:32%20GMT	https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/b	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/b	(from https://connect.facebook.net/en_US/fbevents.js)
18:08:33	42650/42650	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Feb%202023%2021:08:33%20GMT	https://www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/POST	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/pt/suprimentos-para-navios-e-aluguel/POST	(from https://connect.facebook.net/en_US/fbevents.js)
18:08:33	42368/42368	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Feb%202023%2021:08:33%20GMT	https://www.orionsafetystation.com/oribili.js	C:/My%20Web%20Sites/teste/www.orionsafetystation.com/oribili.js	(from https://snap.licdn.com/li.lms-analytics/insight.min.js)
